Id,Date,Name,Stars,Address,Country,City,Postal_Code,Score,Comments,Beach,Coffee/Tea maker,Non Smoking Rooms,n,Airport Shuttle (free),Free WiFi Internet Access Included,Rooms/Facilities for Disabled,Restaurant,Free Parking,Room-service,Garden,Family Rooms,Beach front,Spa & Wellness Centre,Fitness Room,Bar,Airport Shuttle,Parking (fee required),Wireless Lan,Swimming pool,24 hour Front Desk,Private Beach Area,BBQ facilities,Terrace,Elevator,Pets allowed,Price
101,2021-11-02,AR Roca Esmeralda & Spa Hotel,3,"Ponent,1, 03700 Calpe, España",España,Calpe,03700,"8,1",1.289,"8,5",0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,49
102,2021-11-02,AC Hotel Ciutat de Palma by Marriott,4,"Plaza Pont, 3, 07014 Palma de Mallorca, España",España,Mallorca,07014,"8,5",354,nan,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,166
103,2021-11-02,Hotel Sant Roc,3,"Plaça de l'Atlàntic, 2, 17210 Calella de Palafrugell, España",España,Palafrugell,17210,"8,8",753,"8,7",0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,125
104,2021-11-02,BULL Astoria,3,"Fernando Guanarteme, 54, 35010 Las Palmas de Gran Canaria, España",España,Canaria,35010,"7,4",726,"9,0",0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,65
105,2021-11-02,Hotel Rambla Alicante Contactless,2,"Avenida Rambla Méndez Núñez, 9, 03002 Alicante, España",España,Alicante,03002,"8,5",866,nan,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,48
106,2021-11-02,Hotel Celimar,3,"Passeig de La Ribera, 20, 08870 Sitges, España",España,Sitges,08870,"7,6",843,"8,5",0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,52
107,2021-11-02,Hotel Teruel,2,"Madrid, 11, 12500 Vinaròs, España",España,Vinaròs,12500,"8,8",423,"8,8",0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,46
108,2021-11-02,Ohtels Campo De Gibraltar,4,"Avenida Príncipe de Asturias S/N, 11300 La Línea de la Concepción, España",España,Concepción,11300,"8,1",5.319,"8,6",0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,61
109,2021-11-02,Hotel Helios - Almuñecar,3,"Paseo San Cristobal, 12, 18690 Almuñécar, España",España,Almuñécar,18690,"9,3",4.877,nan,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,76
110,2021-11-02,Hotel Lodomar Spa & Talasoterapia,4,"Río Bidasoa, 1, 30740 San Pedro del Pinatar, España",España,Pinatar,30740,"7,9",1.245,nan,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,60
111,2021-11-02,Medplaya Hotel Riviera - Adults Only,4,"Avenida Antonio Machado, 49, 29630 Benalmádena, España",España,Benalmádena,29630,"8,6",1.121,"8,6",0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,80
112,2021-11-02,Hotel DAOS,nan,"32 Calle Pirita 32, 29603 Marbella, España",España,Marbella,29603,"6,9",286,nan,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,69
113,2021-11-02,Hotel Apartamentos Bajondillo,4,"Pasaje Bajondillo, 4, 29620 Torremolinos, España",España,Torremolinos,29620,"8,6",9.403,nan,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,55
114,2021-11-02,Torrejoven,3,"Carretera Alicante-Cartagena, Km 4.7, 03180 Torrevieja, España",España,Torrevieja,03180,"6,9",960,"8,7",0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,48
115,2021-11-02,"Finca Serena, Small Luxury Hotels",5,"Carretera Pina-Montuïri  KM  3, 07230 Montuiri, España",España,Montuiri,07230,"9,2",105,nan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,407
116,2021-11-02,Hotel Montecarlo Spa & Wellness,4,"Avinguda de la Platja, 2, 17480 Roses, España",España,Roses,17480,"8,2",4.114,"8,5",0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,99
117,2021-11-02,Hotel Apartamentos Manilva Sun,3,"Camino de Pedraza, s/n (Urbanización Duquesa Hills, 29691 Manilva, España",España,Manilva,29691,"8,0",1.414,Playa,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,62
118,2021-11-02,H10 Taburiente Playa,4,"Playa de los Cancajos, 38712 Breña Baja, España",España,Baja,38712,"8,0",2.875,nan,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,91
119,2021-11-02,Hotel Serawa Moraira,4,"Cabo Estaca de Bares, 11, 03724 Moraira, España",España,Moraira,03724,"8,6",231,"8,6",0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,149
120,2021-11-02,Lopesan Costa Meloneras Resort & Spa,4,"Mar Mediterráneo, 1, 35100 Meloneras, España",España,Meloneras,35100,"8,7",768,"8,9",0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,273
121,2021-11-02,Hotel Cristal 2,2,"Avenida San Roque de Afuera, s/n, 15011 A Coruña, España",España,Coruña,15011,"7,3",1.514,"8,5",0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,35
122,2021-11-02,Silken Saaj Las Palmas,4,"329 Calle León y Castillo, 35006 Las Palmas de Gran Canaria, España",España,Canaria,35006,"8,5",1.649,"9,0",1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,89
123,2021-11-02,Xon's Platja HA,3,"Pompeu Fabra, s/n, 17487 Empuriabrava, España",España,Empuriabrava,17487,"7,3",2.136,"8,5",0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,55
124,2021-11-02,Occidental Jandía Mar,4,"Playa del Jable, s/n, 35625 Morro del Jable, España",España,Jable,35625,"7,9",869,"9,2",0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,91
125,2021-11-02,Medplaya Hotel Riviera - Adults Only,4,"Avenida Antonio Machado, 49, 29630 Benalmádena, España",España,Benalmádena,29630,"8,6",1.121,"8,6",0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,80
126,2021-11-02,Hotel DAOS,nan,"32 Calle Pirita 32, 29603 Marbella, España",España,Marbella,29603,"6,9",286,nan,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,69
127,2021-11-02,Hotel Apartamentos Bajondillo,4,"Pasaje Bajondillo, 4, 29620 Torremolinos, España",España,Torremolinos,29620,"8,6",9.403,nan,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,55
128,2021-11-02,Torrejoven,3,"Carretera Alicante-Cartagena, Km 4.7, 03180 Torrevieja, España",España,Torrevieja,03180,"6,9",960,"8,7",0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,48
129,2021-11-02,"Finca Serena, Small Luxury Hotels",5,"Carretera Pina-Montuïri  KM  3, 07230 Montuiri, España",España,Montuiri,07230,"9,2",105,nan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,391
130,2021-11-02,Hotel Montecarlo Spa & Wellness,4,"Avinguda de la Platja, 2, 17480 Roses, España",España,Roses,17480,"8,2",4.114,"8,5",0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,99
131,2021-11-02,Hotel Apartamentos Manilva Sun,3,"Camino de Pedraza, s/n (Urbanización Duquesa Hills, 29691 Manilva, España",España,Manilva,29691,"8,0",1.414,Playa,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,55
132,2021-11-02,H10 Taburiente Playa,4,"Playa de los Cancajos, 38712 Breña Baja, España",España,Baja,38712,"8,0",2.875,nan,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,91
133,2021-11-02,Hotel Serawa Moraira,4,"Cabo Estaca de Bares, 11, 03724 Moraira, España",España,Moraira,03724,"8,6",231,"8,6",0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,149
134,2021-11-02,Lopesan Costa Meloneras Resort & Spa,4,"Mar Mediterráneo, 1, 35100 Meloneras, España",España,Meloneras,35100,"8,7",768,"8,9",0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,273
135,2021-11-02,Hotel Cristal 2,2,"Avenida San Roque de Afuera, s/n, 15011 A Coruña, España",España,Coruña,15011,"7,3",1.514,"8,5",0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,35
136,2021-11-02,Silken Saaj Las Palmas,4,"329 Calle León y Castillo, 35006 Las Palmas de Gran Canaria, España",España,Canaria,35006,"8,5",1.649,"9,0",1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,89
137,2021-11-02,Xon's Platja HA,3,"Pompeu Fabra, s/n, 17487 Empuriabrava, España",España,Empuriabrava,17487,"7,3",2.136,"8,5",0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,55
138,2021-11-02,Occidental Jandía Mar,4,"Playa del Jable, s/n, 35625 Morro del Jable, España",España,Jable,35625,"7,9",869,"9,2",0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,91
139,2021-11-02,Hoposa Hotel & Apartaments VillaConcha,4,"Nanses s/n, 07470 Puerto Pollensa, España",España,Pollensa,07470,"8,9",466,nan,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,77
140,2021-11-02,Hotel Riu Gran Canaria - All Inclusive,4,"Urb. Las Meloneras, 35100 Maspalomas, España",España,Maspalomas,35100,"8,4",1.165,"8,9",0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,260
141,2021-11-02,Los Amigos Beach Club By Diamond Resorts,3,"Urbanizacion Playamarina, s/n - Carretera de Cádiz, Km. 204, 29647 La Cala de Mijas, España",España,Mijas,29647,"8,9",2.541,Playa,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,85
142,2021-11-02,Port Fiesta Park,3,"Avenida Foietes, 4, 03502 Benidorm, España",España,Benidorm,03502,"7,3",2.766,"8,7",0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,46
143,2021-11-02,Occidental Fuengirola,4,"Miguel Marquez, 43, 29640 Fuengirola, España",España,Fuengirola,29640,"8,7",3.184,"8,6",0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,80
144,2021-11-02,Ilunion Calas de Conil,4,"Avenida de Europa, s/n, 11140 Conil de la Frontera, España",España,Frontera,11140,"8,4",5.254,"9,1",0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,58
145,2021-11-02,Hotel Natursun,3,"AVENIDA CARLOTA ALESSANDRI, Nº1 ESQUINA PASAJE SANTA MÓNICA, 29620 Torremolinos, España",España,Torremolinos,29620,"7,8",3.185,"8,6",0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,40
146,2021-11-02,Paloma Blanca Boutique Hotel,nan,"Urbanizacion Cortijo Blanco, C/ Pablo Picasso 12-14 , 29670 Marbella, España",España,Marbella,29670,"8,8",1.514,"8,7",0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,80
147,2021-11-02,Duna Hotel Boutique,nan,"Avenida de la mar 35, 12598 Peñíscola, España",España,Peñíscola,12598,"8,7",1.761,nan,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,57
148,2021-11-02,URH Excelsior,3,"Passeig Verdaguer, 16, 17310 Lloret de Mar, España",España,Mar,17310,"7,3",1.241,"8,7",0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,51
149,2021-11-02,H10 Playa Esmeralda - Adults Only,4,"Punta del Roquito, 2, 35627 Costa Calma, España",España,Calma,35627,"8,6",1.873,"8,7",0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,176
150,2021-11-02,Adiafa,3,"Avenida del Faro, 1, 11160 Barbate, España",España,Barbate,11160,"8,5",549,"8,9",0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,59
151,2021-11-02,Riu Vistamar - All Inclusive,4,"Avenida de la Cornisa, 35130 Puerto Rico, España",España,Rico,35130,"8,5",1.004,"8,8",0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,220
152,2021-11-02,Hotel Riu Nautilus - Adults Only,4,"Avenida Salvador Allende 39, Torremolinos, 29620 Torremolinos, España",España,Torremolinos,29620,"8,5",996,"8,6",0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,86
153,2021-11-02,Moon Dreams Calabahía,4,"Manuel Fernández Moreno, 6-7, 29720 La Cala del Moral, España",España,Moral,29720,"8,0",2.083,nan,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,47
154,2021-11-02,Hotel Riu Palace Oasis,5,"Plaza de las Palmeras, 2, 35100 Meloneras, España",España,Meloneras,35100,"9,0",1.891,"8,9",0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,317
155,2021-11-02,Hotel Fuerte Marbella,4,"Calle El Fuerte, s/n, 29602 Marbella, España",España,Marbella,29602,"8,9",1.198,nan,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,183
156,2021-11-02,Barceló Teguise Beach - Adults Only,4,"Plaza Janubio s/n, 35508 Costa Teguise, España",España,Teguise,35508,"8,9",3.023,nan,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,229
157,2021-11-02,Las Dunas Hotel Health & Spa,5,"Urbanización Boladilla Baja, Crta. Marbella-Estepona, km 163,5,, 29689 Estepona, España",España,Estepona,29689,"9,0",218,nan,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,490
158,2021-11-02,"Msh Mallorca Senses Hotel, Palmanova - Adults Only",4,"Hermanos Moncada, 17, 07181 Palmanova, España",España,Palmanova,07181,"8,4",690,"8,8",0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,102
159,2021-11-02,Palladium Hotel Costa del Sol,4,"Carretera de Cádiz, Km 217, 29630 Benalmádena, España",España,Benalmádena,29630,"8,6",1.981,nan,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,81
160,2021-11-02,Hotel Norai,2,"Sant Pere, 81, 17310 Lloret de Mar, España",España,Mar,17310,"7,4",1.115,"8,7",0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,39
161,2021-11-02,Hotel Balcón de Europa,4,"Paseo Balcón de Europa, 1, 29780 Nerja, España",España,Nerja,29780,"8,8",1.729,"8,6",0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,91
162,2021-11-02,Itaca Fuengirola,3,"Avenida Santa Amalia, 2, 29640 Fuengirola, España",España,Fuengirola,29640,"7,3",736,"8,6",0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,47
163,2021-11-02,FERGUS Style Soller Beach,4,"Marina, 4, 07108 Puerto de Sóller, España",España,Sóller,07108,"8,8",463,nan,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,97
164,2021-11-02,Hipotels Barrosa Park,4,"Urbanización Novo Sancti Petri s/n Edificio 1, Novo Sancti Petri, 11130 Chiclana de la Frontera, España",España,Frontera,11130,"9,0",1.664,"9,4",0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,73
165,2021-11-02,Corallium Beach by Lopesan Hotels,3,"Los Jazmines, 25, 35100 San Agustín, España",España,Agustín,35100,"8,5",205,"8,6",0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,275
166,2021-11-02,Hotel Carlos I Silgar,4,"Vigo, s/n, 36960 Sanxenxo, España",España,Sanxenxo,36960,"9,2",1.914,"8,6",0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,57
167,2021-11-02,Hotel Catalunya Express,nan,"General Contreras, 16, 43004 Tarragona, España",España,Tarragona,43004,"7,6",1.380,"8,6",0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,63
168,2021-11-02,Hotel Best Triton,4,"Avenida Antonio Machado, 29, 29630 Benalmádena, España",España,Benalmádena,29630,"8,1",2.841,"8,6",0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,75
169,2021-11-02,Macia Doñana,4,"Orfeón Santa Cecilia s/n, 11540 Sanlúcar de Barrameda, España",España,Barrameda,11540,"8,5",1.813,nan,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,55
170,2021-11-02,Park Hotel San Jorge & Spa,4,"Avenida de Andorra, 28, 17250 Platja d'Aro, España",España,d'Aro,17250,"8,8",4.874,"8,5",0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,91
171,2021-11-02,Barceló Illetas Albatros Adults Only,4,"Paseo de Illetas, 15, 07181 Illetas, España",España,Illetas,07181,"8,4",1.110,"8,5",0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,95
172,2021-11-02,Iberostar Selection Marbella Coral Beach,4,"Carreterra Nacional Cádiz - Málaga, Km 176, 29602 Marbella, España",España,Marbella,29602,"8,6",627,"8,7",0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,202
173,2021-11-02,Hotel Kaktus Albir,4,"Paseo De Las Estrellas, 11, 03581 El Albir, España",España,Albir,03581,"8,1",1.807,nan,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,82
174,2021-11-02,Hospedium Hotel Continental,3,"Paseo del Mediterráneo, 78, 04638 Mojácar, España",España,Mojácar,04638,"8,8",1.144,nan,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,88
175,2021-11-02,Hotel Medes II,3,"Guillem de Montgrí, 38, 17258 L'Estartit, España",España,L'Estartit,17258,"8,1",541,"8,5",0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,81
176,2021-11-02,Royal Sunset Beach Club By Diamond Resorts,3,"Londres, 6 - Playa Fanabe, 38660 Adeje, España",España,Adeje,38660,"8,8",1.997,Playa,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,143
177,2021-11-02,Hotel Isla Bella & Spa,3,"Paseo del Sable, 2, 39195 Isla, España",España,Isla,39195,"8,2",1.424,"8,7",0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,55
178,2021-11-02,Fuengirola Beach Apartamentos Turísticos,3,"Avenida de La Encarnación, 2, 29640 Fuengirola, España",España,Fuengirola,29640,"8,5",1.648,Playa,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,60
179,2021-11-02,AQUA Hotel Bertran Park,4,"Sant Josep, 49, 17310 Lloret de Mar, España",España,Mar,17310,"8,5",851,"8,7",0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,61
180,2021-11-02,Hotel Boutique Convento Cádiz,1,"Santo Domingo, 2, 11006 Cádiz, España",España,Cádiz,11006,"8,9",2.174,"8,7",1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,95
181,2021-11-02,HM Gran Fiesta,4,"Marbella, 28, 07610 Playa de Palma, España",España,Palma,07610,"8,2",1.001,"8,5",0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,73
182,2021-11-02,Elba Estepona Gran Hotel & Thalasso Spa,5,"Carretera Estepona-Cádiz, 151, 29680 Estepona, España",España,Estepona,29680,"8,3",2.134,nan,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,123
183,2021-11-02,Boutique Hotel B51,4,"Avenida Benabola, 29660 Marbella, España",España,Marbella,29660,"8,0",654,"8,7",0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,105
184,2021-11-02,Hotel Internacional,2,"Paseo de la Carretera, 40, 03501 Benidorm, España",España,Benidorm,03501,"8,0",350,"8,7",0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,34
185,2021-11-02,Hotel Bella Dolores,2,"Plaza De España, 5, 17310 Lloret de Mar, España",España,Mar,17310,"9,0",480,"8,7",0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,45
186,2021-11-02,Eurostars Mediterranea Plaza,4,"Plaza del Ayuntamiento, 6, 03002 Alicante, España",España,Alicante,03002,"8,7",637,nan,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,94
187,2021-11-02,Ilunion Islantilla,4,"Avenida Islantilla, s/n, 21449 Islantilla, España",España,Islantilla,21449,"8,3",4.159,nan,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,55
188,2021-11-02,Sunset Harbour Club By Diamond Resorts,3,"Valencia, 3 - Pueblo Torviscas, 38660 Adeje, España",España,Adeje,38660,"8,7",976,Playa,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,150
189,2021-11-02,Hotel Muva Beach,1,"Porteta, 5, 12598 Peñíscola, España",España,Peñíscola,12598,"8,4",1.203,nan,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,85
190,2021-11-02,Alua Leo,4,"Manuela de los Herreros, 12, 07610 Can Pastilla, España",España,Pastilla,07610,"8,3",4.133,"8,5",0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,60
191,2021-11-02,H10 Lanzarote Princess,4,"Maciot, s/n, 35570 Playa Blanca, España",España,Blanca,35570,"8,4",585,"8,8",0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,170
192,2021-11-02,Atenea Park Suites & Apartments,3,"Juan Sebastian Elcano, 4, 08800 Vilanova i la Geltrú, España",España,Geltrú,08800,"8,5",1.447,Primera línea de playa,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,67
193,2021-11-02,JovA Hotel Boutique,3,"Sant Pere, 39, 03560 El Campello, España",España,Campello,03560,"8,9",444,"8,5",0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,73
194,2021-11-02,NH Imperial Playa,4,"Ferreras, 1, 35008 Las Palmas de Gran Canaria, España",España,Canaria,35008,"8,1",959,"9,0",0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,112
195,2021-11-02,Melia Sitges,4,"Joan Salvat Papasseit, 38, 08870 Sitges, España",España,Sitges,08870,"8,4",1.637,"8,5",0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,117
196,2021-11-02,Hotel Riu Festival,4,"7 Camí de les Meravelles Playa de Palma, 07610 Playa de Palma, España",España,Palma,07610,"8,6",1.290,"8,5",0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,59
197,2021-11-02,Hotel Maritim,4,"Jacinto Benavente 2-10, 17480 Roses, España",España,Roses,17480,"8,0",2.688,"8,5",0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,106
198,2021-11-02,Abora Interclub Atlantic by Lopesan Hotels,4,"Los Jazmines, 2, 35100 San Agustín, España",España,Agustín,35100,"8,0",872,"8,6",0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,210
199,2021-11-02,Hotel Lancelot,3,"Avenida Mancomunidad, 9, 35500 Arrecife, España",España,Arrecife,35500,"8,6",1.728,nan,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,87
200,2021-11-02,Elba Costa Ballena Beach & Thalasso Resort,4,"Avenida Carla de Orleans Parcelan Rg23, 11520 Costa Ballena, España",España,Ballena,11520,"8,5",2.590,"8,6",1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,70
201,2021-11-02,Hotel Best Front Maritim,4,"Paseo García I Faria, 69-71, Sant Martí, 08019 Barcelona, España",España,Barcelona,08019,"7,5",1.169,nan,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,91
202,2021-11-02,Hotel Alay - Adults Only,4,"Puerto Marina - Avenida Alay 5, 29630 Benalmádena, España",España,Benalmádena,29630,"8,5",2.485,"8,6",0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,127
203,2021-11-02,Hotel Coral Playa,3,"Carretera de la Barrosa 179, 11139 Chiclana de la Frontera, España",España,Frontera,11139,"8,9",528,"9,4",1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,52
204,2021-11-02,Sol Playa,2,"Paseo de Neptuno 56, Poblados marítimos, 46011 Valencia, España",España,Valencia,46011,"7,9",2.782,"8,6",0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,52
205,2021-11-02,Senator Parque Central Hotel,4,"Plaza Manuel Sanchis Guarner, Eixample, 46006 Valencia, España",España,Valencia,46006,"8,0",4.006,nan,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,85
