;Name;Stars;From_Centre;From_Beach;Reviews;Rating;Comfort;Img;Price
101;Magic Natura Resort;4.0;3.7;;528.0;8.1;8.3;"https://cf.bstatic.com/xdata/images/hotel/square600/72725496.jpg?k=a3e27a99c17849102cc4e93afd9f74a75a016e1e206b1c8e7f8b72b084f92262&amp;o=";4595.0
102;Apartamento Santonja a 300 metros de la playa;;0.2;0.25;9.0;9.0;9.2;"https://cf.bstatic.com/xdata/images/hotel/square600/271507378.jpg?k=74615da08c7cce7a0479bc9a1893bab76ba1b714986230945e8cfada1c9e7b47&amp;o=";1820.0
103;APARTAMENTO REFORMADO A 50 METROS DE LA PLAYA;;0.1;0.05;;;;"https://cf.bstatic.com/xdata/images/hotel/square600/319010463.jpg?k=9310ccfe9240c8519605ffcd1b785323dd7d3364fe99f313ebd6a7afaa92ca60&amp;o=";1285.0
104;Carabelas II 6-2;;2.3;;31.0;8.3;8.1;"https://cf.bstatic.com/xdata/images/hotel/square600/152885043.jpg?k=55c96f39f5c4879a7882b6ac1c841672b5d5dc439737a1420758a48a8ddc15b1&amp;o=";1421.0
105;Una Villa que mira el mediterraneo;;3.2;0.6;18.0;8.4;8.1;"https://cf.bstatic.com/xdata/images/hotel/square600/270445186.jpg?k=aebcb837ea927cb62109cc365a397cf7aa2214f08479affaed42c5a98913c13a&amp;o=";13028.0
106;Ducado playa Benidorm;;1.8;;8.0;8.7;8.8;"https://cf.bstatic.com/xdata/images/hotel/square600/305006462.jpg?k=9a14bc1a2aeef6d43fd4e2f0e66004310da7854b3815d1c0dd53217cbc2cf797&amp;o=";2070.0
107;Donna II 7-32;;0.7;0.3;27.0;6.9;;"https://cf.bstatic.com/xdata/images/hotel/square600/152881720.jpg?k=321ae9bf13b473cd37d8639864c247a35425bc48fece55575f2551a4e13e149f&amp;o=";2077.0
108;El Rincón Playero de María;;1.6;;17.0;9.6;9.7;"https://cf.bstatic.com/xdata/images/hotel/square600/318256502.jpg?k=76fec4e1b1d766dd8cb448f1c7b07e14dae060c8085d81c1f73b7c904c901edb&amp;o=";3570.0
109;Apartment Lepanto;;1.6;0.35;28.0;8.0;;"https://cf.bstatic.com/xdata/images/hotel/square600/152869272.jpg?k=d93f9186b91a2c3609b9f1490c2e9807348fc8b177a2342c8f5040464cf0ad9b&amp;o=";1305.0
110;Apartamentos Torre Yago;;1.6;;321.0;8.1;;"https://cf.bstatic.com/xdata/images/hotel/square600/14950986.jpg?k=9f4bfdbe2ae5ee0aebeb9da6241af2fd9e357453ea054581bf4ac4b2e6abce83&amp;o=";2786.0
111;Carabelas I 10-6;;2.3;;30.0;6.9;;"https://cf.bstatic.com/xdata/images/hotel/square600/152885469.jpg?k=ecbb5b229b9a276a898e5df4f81d1b0fbf37f800469d8784b2c53907d0ccc8f6&amp;o=";1633.0
112;Carabelas II 6-2;;2.3;;31.0;8.3;8.1;"https://cf.bstatic.com/xdata/images/hotel/square600/152885043.jpg?k=55c96f39f5c4879a7882b6ac1c841672b5d5dc439737a1420758a48a8ddc15b1&amp;o=";1421.0
113;Torre Yago Avenida Madrid & Philipines;4.0;1.6;;18.0;6.5;;"https://cf.bstatic.com/xdata/images/hotel/square600/265190366.jpg?k=3990aec658fab98d33231500bb0d48e9150a90aa8b6bcfcc3e8ab2b7c56e7ae4&amp;o=";4533.0
114;Seafront Luxury Levante Beach / Primera línea playa levante;;1.2;;7.0;9.3;8.6;"https://cf.bstatic.com/xdata/images/hotel/square600/301158955.jpg?k=7c19d03c9fc91b1a20b4a87f1e897634cf67f71c375998222813a72bab2deb55&amp;o=";2352.0
115;Una Villa que mira el mediterraneo;;3.2;0.6;18.0;8.4;8.1;"https://cf.bstatic.com/xdata/images/hotel/square600/270445186.jpg?k=aebcb837ea927cb62109cc365a397cf7aa2214f08479affaed42c5a98913c13a&amp;o=";13028.0
116;Complejo Belroy 4* Sup;4.0;1.0;0.15;1330.0;8.5;8.7;"https://cf.bstatic.com/xdata/images/hotel/square600/103727075.jpg?k=a2f15918e67c26586a895c8317f89fb345f738ccb44d50213590139575c22b80&amp;o=";2293.0
117;Gemelos 2 18-E;;1.3;0.45;4.0;7.8;;"https://cf.bstatic.com/xdata/images/hotel/square600/305706254.jpg?k=2c1c746dbe231e9adb2577a66a041bf4e81c1ba4972ab5b67c2e6f07f70461cc&amp;o=";1164.0
118;Europa Center 12-B;;2.4;0.3;37.0;7.7;;"https://cf.bstatic.com/xdata/images/hotel/square600/152885072.jpg?k=3073bfbaad1efbbf031e89e17968b796983eb6c17c05df9d53e3f1dfc659b8c8&amp;o=";1563.0
119;Coblanca 7-113;;2.0;0.1;11.0;9.4;9.8;"https://cf.bstatic.com/xdata/images/hotel/square600/299199313.jpg?k=a51454b7f6eadcc7a6bb3795e3e042e83e7381b54fa09b0c60f5cc2764413383&amp;o=";2364.0
120;aire de pino;;2.8;0.15;6.0;6.7;8.3;"https://cf.bstatic.com/xdata/images/hotel/square600/319349779.jpg?k=0932b8ccd95e64944c5e55d37474cf01cc2f64b112cc508b9335d2ae30f8307a&amp;o=";966000.0
121;Magic Villa de Benidorm;3.0;1.8;0.25;520.0;8.3;;"https://cf.bstatic.com/xdata/images/hotel/square600/269245818.jpg?k=e1afaee3a7bac31af6908b9cc3fe52533721bc9b6b58a6743c1b402538e7d1e7&amp;o=";2846.0
122;Cumbre Loix 16-6;;2.8;0.6;19.0;7.0;;"https://cf.bstatic.com/xdata/images/hotel/square600/152883289.jpg?k=2f0200918c89609c0fc266b6bb5d8ef2e09c9716d20358e4508701f46c0bda85&amp;o=";1497.0
123;apartamento playa benidorm, familiar y tranquilo;;1.2;;10.0;9.2;9.8;"https://cf.bstatic.com/xdata/images/hotel/square600/285317320.jpg?k=d0b00085c6c9d557b22f29990eaa1d3616536d489b84a88e6ece541f8a8633d3&amp;o=";3920.0
124;Copacabana 10-B;;1.7;;37.0;9.2;9.5;"https://cf.bstatic.com/xdata/images/hotel/square600/210854447.jpg?k=39a28ff1271932d9e097bd4295ef211fdee84dc552d11e39b7f39b6c653fd56b&amp;o=";3074.0
125;Don Miguel 2-A;;2.2;;7.0;9.7;10.0;"https://cf.bstatic.com/xdata/images/hotel/square600/303545320.jpg?k=94d332aa88ef9c682b0f9ecdf0d59df7e75f16e995c2e7847e4ce0052ae593a3&amp;o=";2874.0
126;Apartamento Santonja a 300 metros de la playa;;0.2;0.25;9.0;9.0;9.2;"https://cf.bstatic.com/xdata/images/hotel/square600/271507378.jpg?k=74615da08c7cce7a0479bc9a1893bab76ba1b714986230945e8cfada1c9e7b47&amp;o=";1820.0
127;Torre Maestral;;4.2;;12.0;7.8;;"https://cf.bstatic.com/xdata/images/hotel/square600/96975280.jpg?k=c8e3acd841b7f3afae55df86e0512d28f3fad48fd6ca32ebddcd31f42fe01d43&amp;o=";1680.0
128;Las Palmeras 10A;;0.9;;142.0;9.2;9.1;"https://cf.bstatic.com/xdata/images/hotel/square600/152569611.jpg?k=f9c372c7de1e67cfc98e9e48d08666a665103deaa96f5845e3c76f873e30809e&amp;o=";3209.0
129;Hotel Avenida;4.0;0.4;0.15;116.0;7.9;8.0;"https://cf.bstatic.com/xdata/images/hotel/square600/63646484.jpg?k=8f4fa64515495fa927dc3a8fd37460681485852ef594dfd3842041b9c4cad9e7&amp;o=";2370.0
130;Apartments Benidorm classy;;1.1;1.1;27.0;8.0;8.5;"https://cf.bstatic.com/xdata/images/hotel/square600/236737754.jpg?k=a3a284641215116534315495e779b861812c93a1dd377bd1bd9b088f2cd9da0b&amp;o=";2145.0
131;Auge 4-A;;2.6;0.45;9.0;7.4;;"https://cf.bstatic.com/xdata/images/hotel/square600/260593993.jpg?k=1e7bd3575162c897b1ee5a5683c07fd7d72cd54477fbe249d898db355369af0a&amp;o=";1351.0
132;Santa Margarita 14-C;;1.5;;18.0;8.8;9.2;"https://cf.bstatic.com/xdata/images/hotel/square600/246670833.jpg?k=c7e0504e003c492d34cb7556a8774a8ae41d575fac78e20bdd5bd2ca9a197b1a&amp;o=";2354.0
133;GEMELOS 26 - FINCAS BENIDORM;;1.7;0.6;52.0;8.6;8.8;"https://cf.bstatic.com/xdata/images/hotel/square600/311453130.jpg?k=30bb65cf770cb09911765b64566907a88905eaa3885a6fd97e76a02446ed512a&amp;o=";2137.0
134;Hotel Servigroup Pueblo Benidorm;3.0;1.6;0.5;358.0;8.4;8.2;"https://cf.bstatic.com/xdata/images/hotel/square600/15825597.jpg?k=1197bddbd18373233dfe04077a07b7ecfe9c23b8a23c564beee81d2e2af21898&amp;o=";1862.0
135;Roymar playa Benidorm;;0.9;0.3;26.0;9.3;9.1;"https://cf.bstatic.com/xdata/images/hotel/square600/287697703.jpg?k=d81b2bb44e481f7d78dfebd7aadbee5682102f01caa6fc04e8f9d3ce7356e846&amp;o=";1812.0
136;Apartamento Mar y Sol REFORMADO;;2.8;;27.0;8.1;8.0;"https://cf.bstatic.com/xdata/images/hotel/square600/248299793.jpg?k=9dc9c65396f02975da304e3334b504861be8d14ccca20d879409115f65e328ab&amp;o=";1610.0
137;Pierre & Vacances Benidorm Levante;2.0;1.3;;910.0;7.1;;"https://cf.bstatic.com/xdata/images/hotel/square600/135737630.jpg?k=8e36d29b66f2b6e2d29d4833c48aeb8ca1abaee30bf9567034fb8d64ef52a9bb&amp;o=";2341.0
138;Ed l' alcudia;;0.2;;19.0;8.8;8.9;"https://cf.bstatic.com/xdata/images/hotel/square600/118087297.jpg?k=61d8117da8f306e4ee23939932f9a40f5cbfd8c32134abacf50bca306399572b&amp;o=";1291.0
139;Hotel Servigroup Torre Dorada;3.0;2.6;0.15;597.0;8.4;8.5;"https://cf.bstatic.com/xdata/images/hotel/square600/51898985.jpg?k=592dcf3440dbd6490489c3abf3a974333cc0c4e320c99fadf6f1a89b0af95c5f&amp;o=";1798.0
140;Hotel Servigroup Nereo;4.0;2.2;0.3;68.0;8.6;8.8;"https://cf.bstatic.com/xdata/images/hotel/square600/63965663.jpg?k=cce8a6e436c7ee478f1541435c5a50a21f9ac7f556f4aaf460d082dd7a5ef110&amp;o=";1960.0
141;Apartamentos Moby Dick by WT;;1.4;0.7;86.0;7.7;8.0;"https://cf.bstatic.com/xdata/images/hotel/square600/215033745.jpg?k=c79d2efde118ef81a9c67d9d88c4751e160a7f3bea656e6a3bf9ae77b6caeaa2&amp;o=";1651.0
142;Hotel Servigroup Diplomatic;4.0;0.9;0.25;353.0;8.5;8.9;"https://cf.bstatic.com/xdata/images/hotel/square600/314219935.jpg?k=1be299fd1b06a3399900552d3b5ffeb1d1e6d40f2f60fe8080e6df7125066954&amp;o=";2195.0
143;Gemelos 2 - Beninter;;1.2;0.5;436.0;8.1;;"https://cf.bstatic.com/xdata/images/hotel/square600/107598648.jpg?k=c8d9de97231ac0e367435a379f21fb3817ce6618d28914e8084aa7fb9de681e6&amp;o=";1414.0
144;RESIDENCIA TORRE D OBOE;;1.4;0.75;14.0;8.8;8.0;"https://cf.bstatic.com/xdata/images/hotel/square600/265249895.jpg?k=2ee3abc06a7625cf914acd07a9ecdc382c13ecc46b41763ff90cc807a1310749&amp;o=";1260.0
145;Cosy apartment 5 min from the beach , sea view;;2.8;0.95;5.0;8.6;9.0;"https://cf.bstatic.com/xdata/images/hotel/square600/305564166.jpg?k=512465a39488129d2af217ead3eb79dc1df163c5be6f96f8aca02ab312166bb2&amp;o=";1247.0
146;Hotel Servigroup Rialto;3.0;2.4;0.35;51.0;9.0;8.9;"https://cf.bstatic.com/xdata/images/hotel/square600/252424540.jpg?k=6778acf585e82ca987d10521c3f94ee655e8c1ac2e32156dfd20d51caae7aa0b&amp;o=";1762.0
147;Hotel Servigroup Orange;3.0;1.5;0.4;121.0;8.6;8.4;"https://cf.bstatic.com/xdata/images/hotel/square600/314236121.jpg?k=7d421bf61978762499915f96e61ff90cbd85464199a6e5f65f28d7ee1b74603e&amp;o=";1960.0
148;Lux Mar Benidorm;;2.3;0.7;299.0;8.5;8.5;"https://cf.bstatic.com/xdata/images/hotel/square600/195964116.jpg?k=9ed1eb787f38b1ca673b7b1a065020bf08864b7e2d3ab9ea364e197a1af67933&amp;o=";1960.0
149;Albatros 12-8;;2.2;0.2;27.0;8.0;;"https://cf.bstatic.com/xdata/images/hotel/square600/184678342.jpg?k=4ac6912ea102963b11c82c02c2008e3ece04465a42f28efb05d5788cad88fe7b&amp;o=";1421.0
150;Apartment Turia Playa;3.0;1.9;;13.0;7.0;;"https://cf.bstatic.com/xdata/images/hotel/square600/243105184.jpg?k=230653ed62fed27a1d112a6a56ac235449445407aa960f879a0e45c6f7ff2464&amp;o=";1296.0
151;Santa Faz 21 Old Town;;0.2;0.1;6.0;8.0;8.3;"https://cf.bstatic.com/xdata/images/hotel/square600/303119112.jpg?k=b574fa73e1c8143cc458f1caac2b09bae70d06e268cc1e238ab23b7fc25e92a3&amp;o=";1404.0
152;Gemelos 22 - Fincas Benidorm;;2.3;0.6;253.0;6.8;;"https://cf.bstatic.com/xdata/images/hotel/square600/6855914.jpg?k=bf3c997fe0d59000cf138eed1acb8e17d3fda1eea0c31c922b49aa98eea9495c&amp;o=";1806.0
153;Montecarlo street apartment;;2.6;0.7;31.0;7.9;8.1;"https://cf.bstatic.com/xdata/images/hotel/square600/238924917.jpg?k=ecf252093383b7ccbc1e2e094614a8209d858a3ce767424f09ced45a1aa4d820&amp;o=";1150.0
154;Luxury apartment on the 40th floor with amazing views;;2.9;0.7;42.0;9.6;9.9;"https://cf.bstatic.com/xdata/images/hotel/square600/130109424.jpg?k=d4b2ccdbd158d52e09963e7ab75ed2097871a74169749ebae0ff64ffb165841c&amp;o=";1890.0
155;Apartment in Benidorm, newly renovated.;;1.1;1.0;4.0;8.8;9.2;"https://cf.bstatic.com/xdata/images/hotel/square600/314170000.jpg?k=674e2a7e5c0f83f958f363fc4bb14f2b8e2df65d79f2878f10c819152f0d959a&amp;o=";1360.0
156;Hotel Servigroup Calypso;3.0;1.9;0.3;77.0;8.9;8.9;"https://cf.bstatic.com/xdata/images/hotel/square600/318707745.jpg?k=5d26ba956247ca60985d460b3ebf58c6c9af1145ebb18d7fea14f52ab6d37c99&amp;o=";1980.0
157;Coblanca 5 83;;2.3;0.2;36.0;7.3;;"https://cf.bstatic.com/xdata/images/hotel/square600/152870722.jpg?k=23c1d29762825913558c2f6dde26fc1c05adcaeee8a2cbacc9b62acc33832bc0&amp;o=";1492.0
158;Luxury Design Apartment on the 41st Floor - Breathtaking Views;;2.9;0.7;;;;"https://cf.bstatic.com/xdata/images/hotel/square600/272892307.jpg?k=13848298ce7cfdd72fe71419c3ffc62832e169e82f37ba02287e60595257e62c&amp;o=";1890.0
159;Apartamento con Preciosas vistas para 4 personas;;2.3;;13.0;8.9;9.2;"https://cf.bstatic.com/xdata/images/hotel/square600/273935364.jpg?k=a3a5c75296dcb32c324f4fd6f780ff5eeb21007b523d356171fa330b3bdc52e8&amp;o=";1700.0
160;Hotel Servigroup Torre Dorada;3.0;2.6;0.15;597.0;8.4;8.5;"https://cf.bstatic.com/xdata/images/hotel/square600/51898985.jpg?k=592dcf3440dbd6490489c3abf3a974333cc0c4e320c99fadf6f1a89b0af95c5f&amp;o=";1798.0
161;Loft panorámico;;2.7;0.7;;;;"https://cf.bstatic.com/xdata/images/hotel/square600/310229362.jpg?k=dd72c0e4944963631530c3757cbdfcd01389c442bb9e79535592d41f9801b3db&amp;o=";1218.0
162;Gemelos 15 - Gestaltur;;2.9;1.2;3.0;8.7;8.3;"https://cf.bstatic.com/xdata/images/hotel/square600/301746479.jpg?k=e20c621001d8a49b5f1a2b7d40e8cd33c09d00c6d63f644b438a381af9a54323&amp;o=";1918.0
163;Apartamento Playa Levante;;2.6;0.7;69.0;7.8;;"https://cf.bstatic.com/xdata/images/hotel/square600/208278928.jpg?k=5c63c2b9f5dedba836592a41dece49e06492baf9ef12bfb11be017ebc7710f02&amp;o=";1764.0
164;Apartamentos Amalia By Mc;;1.1;0.6;484.0;8.7;8.5;"https://cf.bstatic.com/xdata/images/hotel/square600/49488223.jpg?k=89fe6d5c4816ff79d57fcada610623b7c55ce2e008fcb03f1ba90ba9000722bc&amp;o=";1386.0
165;Los Pinos;;0.8;0.25;32.0;8.4;8.2;"https://cf.bstatic.com/xdata/images/hotel/square600/152876245.jpg?k=1eaefa54482e54a36ce644f42927dbea240a8990784e48815729a45a27cc0d84&amp;o=";2359.0
166;Rincon playa levante;;2.6;0.45;16.0;8.5;9.2;"https://cf.bstatic.com/xdata/images/hotel/square600/258934838.jpg?k=dc0ed069486dc0b34470bd38930840099bc4c8dff88e610126ae6b73082921e7&amp;o=";1730.0
167;Luxury Design Apartment on the 41st Floor - Breathtaking Views;;2.9;0.7;;;;"https://cf.bstatic.com/xdata/images/hotel/square600/272892307.jpg?k=13848298ce7cfdd72fe71419c3ffc62832e169e82f37ba02287e60595257e62c&amp;o=";1890.0
168;PLAYA PONIENTE, COBLANCA XVI (A 200m DE LA PLAYA);;2.8;;25.0;9.7;9.8;"https://cf.bstatic.com/xdata/images/hotel/square600/256816683.jpg?k=60ab42280fe6be7ac105e25ff4ddd420a35776535a2697176cdb1e6b71bbbfa8&amp;o=";2200.0
169;Breathtaking View 2-bedroom apartment;;2.9;0.75;4.0;9.2;8.8;"https://cf.bstatic.com/xdata/images/hotel/square600/273803369.jpg?k=27d7aff1464bdc06c5bf83dba14068d4f08053a1cdf5cbc5ccc81eda5a97127b&amp;o=";2520.0
170;Apartamentos La Rosita;;0.1;0.15;662.0;8.4;8.5;"https://cf.bstatic.com/xdata/images/hotel/square600/59600010.jpg?k=17e2783199c4fa9e67f7ae484e991365828aeb548e1c2753011fe0e9dd13faff&amp;o=";1710.0
171;Apartamento Relax en Benidorm (Rincón de Loix);;2.7;0.7;;;;"https://cf.bstatic.com/xdata/images/hotel/square600/316152538.jpg?k=30c7dcf0ccb458a8758206822309a75f40d891216f563ba8b6e49979b80bf75e&amp;o=";1898.0
172;Carabelas III 1-3;;2.3;;26.0;7.1;;"https://cf.bstatic.com/xdata/images/hotel/square600/152882334.jpg?k=73d2a66172e2fff94cecc584076a5ef57e4f198030a006cb6c9d0a0be4c4b3a9&amp;o=";1633.0
173;Beachfront apartment in Poniente;;1.1;;3.0;9.0;9.2;"https://cf.bstatic.com/xdata/images/hotel/square600/276695630.jpg?k=ddb04afd03ec5b53a1fa2b044b431fa0f0e13ea1d566303b1555e6f3c92bbac4&amp;o=";2150.0
174;Piscis 12-2;;2.3;0.4;4.0;8.5;8.8;"https://cf.bstatic.com/xdata/images/hotel/square600/311364504.jpg?k=311b8f56b288cad27e003678727229e9ac6f5fce9fd6c0ae5ea9f8a14ecf1336&amp;o=";1280.0
175;Mirador Mediterráneo 15-F;;2.6;0.45;5.0;7.2;8.5;"https://cf.bstatic.com/xdata/images/hotel/square600/224360644.jpg?k=040a76803e2ca52aa75c2dbd5d4d216a1a9d5df76c8ff713be4aaebb67889e8b&amp;o=";1779.0
176;la siesta 23D;;2.6;;3.0;8.3;9.2;"https://cf.bstatic.com/xdata/images/hotel/square600/303888203.jpg?k=fdc0847a9565ac1e3bad90516dad53bf414403fab1579c253a5101f1db25d457&amp;o=";1220.0
177;Los Gemelos 21-B;;1.3;;27.0;8.5;8.3;"https://cf.bstatic.com/xdata/images/hotel/square600/241365757.jpg?k=145bb02c041c5ce36990dec4605d9f288e8bd6d6a1ad1ceb3dec6916cde83e43&amp;o=";3824.0
178;Albatros 13-1;;2.2;0.2;18.0;8.3;8.8;"https://cf.bstatic.com/xdata/images/hotel/square600/273862024.jpg?k=3b1c318c178d78c55b5fa3230a0fb1865fa99b4b2a7621573d2c36e241427128&amp;o=";1779.0
179;Casa Vega;;2.6;0.4;33.0;8.3;8.1;"https://cf.bstatic.com/xdata/images/hotel/square600/130306937.jpg?k=d80e35607183dd39914acf41e2174b69894ace4d1a7b4aea1f500347216129a0&amp;o=";1928.0
180;Hotel Rosamar;3.0;1.9;0.35;288.0;7.3;;"https://cf.bstatic.com/xdata/images/hotel/square600/107574268.jpg?k=5ae6f3dd457e1a2baa3276c8c47239824df7de38b3e9eed60f7c179415bd02b2&amp;o=";3210.0
181;Apartamento Giner, muy centrico, soleado, en pleno casco historico, frente la playa de levante, a unos pasos, con vistas al mar;;0.3;;8.0;8.8;8.8;"https://cf.bstatic.com/xdata/images/hotel/square600/322824711.jpg?k=cca5fe3228e9aa15efbc3c64574ea70dacb1698e5ed785655742b4864520158f&amp;o=";2871.0
182;Breathtaking sea views apartment with private terrace;;2.9;0.7;3.0;9.0;8.3;"https://cf.bstatic.com/xdata/images/hotel/square600/309205973.jpg?k=5b7b55983ccd60e4e12cb2e0777c0ca162df39647271b46a851f68e7cd655186&amp;o=";1820.0
183;Ducado 10-J;;1.8;0.2;33.0;7.7;;"https://cf.bstatic.com/xdata/images/hotel/square600/152870016.jpg?k=e424e3a69a0d3546298a86f07799e23d593eca13e9b45782679f3148b4d09af0&amp;o=";1779.0
184;Penthouse El Pato 872;;1.8;;5.0;8.6;8.0;"https://cf.bstatic.com/xdata/images/hotel/square600/306691633.jpg?k=2c184ade85d0fd3dcce54a456e8df2c265a178ce8918e81a55d67ce3018447d7&amp;o=";2364.0
185;Apartamento Benidorm Luxury Levante;;2.4;0.45;66.0;8.5;8.5;"https://cf.bstatic.com/xdata/images/hotel/square600/208213321.jpg?k=d9f3780a7aee1a49488f0584e8d04975f38c2fd337d602a5da339dee4f234ef8&amp;o=";1773.0
186;Apto with pool Gemelos IV;;1.4;0.55;6.0;8.3;8.3;"https://cf.bstatic.com/xdata/images/hotel/square600/300241717.jpg?k=7cf6e329c4430227bd26585f05336c2dc26633d9f034111ad89c40b7466fddb8&amp;o=";2160.0
187;Lidersol 11-D;;1.8;0.45;25.0;8.4;8.6;"https://cf.bstatic.com/xdata/images/hotel/square600/154509439.jpg?k=4bbe1f124ccf80349e847f77d1fd91d4e27c7e589219e253afcc6fca5c2a368d&amp;o=";2364.0
188;Picasso - Fincas Benidorm;;2.4;0.3;214.0;7.3;;"https://cf.bstatic.com/xdata/images/hotel/square600/263140749.jpg?k=dc966d8fba8d6b155432e8172d33bee1b857fd4b9ee85d9bb36a12fa0ae40a9e&amp;o=";1454.0
189;Carolina 1-C;;1.9;;4.0;9.0;8.8;"https://cf.bstatic.com/xdata/images/hotel/square600/292971052.jpg?k=7bbc7db2f36f9d67841f230f9ad44b22c41b050848641f671e415a1936a6d9d7&amp;o=";2276.0
190;Piscis 16-7;;2.3;0.4;11.0;8.8;8.2;"https://cf.bstatic.com/xdata/images/hotel/square600/201312400.jpg?k=01862b530bcbee6ac300e3d2ba28c8a38223a27a5e3a0cd4860d1b33cf0d1cda&amp;o=";1492.0
191;Benidorm Celebrations Music Resort;3.0;2.5;0.4;197.0;8.0;;"https://cf.bstatic.com/xdata/images/hotel/square600/100610080.jpg?k=df4a9c1d961d10ec2ca955be124d21e4eb572fd2a6f066f10b8be3992101c729&amp;o=";1576.0
192;Los Caballos;;1.3;;20.0;8.9;8.6;"https://cf.bstatic.com/xdata/images/hotel/square600/90627508.jpg?k=4e9b1a8083e1e0da9df82fe983f608b4d478adadc18ef82c72bd1c9a011ae2c4&amp;o=";2156.0
193;Carlos V 2-A;;1.6;0.2;18.0;8.9;9.0;"https://cf.bstatic.com/xdata/images/hotel/square600/201127842.jpg?k=4dc551adad515086b95b48e7000cca1fd47e27a29676570bbc7cc7358be06324&amp;o=";2402.0
194;Hotel Servigroup Diplomatic;4.0;0.9;0.25;353.0;8.5;8.9;"https://cf.bstatic.com/xdata/images/hotel/square600/314219935.jpg?k=1be299fd1b06a3399900552d3b5ffeb1d1e6d40f2f60fe8080e6df7125066954&amp;o=";2195.0
195;GEMELOS 26 APARTMENTS - Benidormland;;1.8;0.4;283.0;9.3;9.2;"https://cf.bstatic.com/xdata/images/hotel/square600/126794462.jpg?k=e7aa1654af81bdad26b256deed779c4a0976c1f68767328da2625840b5e541a3&amp;o=";2240.0
196;New Luxury Apartment near Beach with Panoramic Sea-view;;2.6;0.4;3.0;10.0;10.0;"https://cf.bstatic.com/xdata/images/hotel/square600/323087476.jpg?k=6bbeab8c5abcd0ae89d1595352ffe5590465da6a8f53246b6fe39efefc30e0a4&amp;o=";2009.9999999999998
197;Almadraba;;2.2;;25.0;7.4;;"https://cf.bstatic.com/xdata/images/hotel/square600/152871824.jpg?k=cf447be3ea4d34beb99efedb5d8a93453171562ab940176de147e9d22878bd07&amp;o=";2579.0
198;Rocio Poniente Beach 1-A;;0.7;0.55;3.0;9.7;10.0;"https://cf.bstatic.com/xdata/images/hotel/square600/311711429.jpg?k=d451c0842105f8456000840da8504998223dc433ad8fa2fe7cc49997968a5797&amp;o=";1658.0
199;Cadiz 4-B;;2.6;0.55;15.0;6.2;;"https://cf.bstatic.com/xdata/images/hotel/square600/152879219.jpg?k=969f839cccc9fdb8c9c80d1808297ad722b09ad49a81bd56ae69fbbca8adc32f&amp;o=";1421.0
200;LEVANTE beach apartments;;1.6;0.4;;;;"https://cf.bstatic.com/xdata/images/hotel/square600/315707120.jpg?k=07620be70ff5a1145ccaa2f2f5724c40dfbf3be59ccee5ebadb3739f232990f0&amp;o=";1878.0
201;ANNA AMBASSADOR Levante Beach;;1.9;;7.0;7.9;;"https://cf.bstatic.com/xdata/images/hotel/square600/227500240.jpg?k=628202b768daa5a8dde5c39991bd1b0e78ad0c819ee0a81688f9dfcc9b350742&amp;o=";2165.0
202;Two bedroom apartment with sea views - Floor 33;;2.9;0.8;4.0;9.7;9.4;"https://cf.bstatic.com/xdata/images/hotel/square600/270319284.jpg?k=25b77f8c27aed0b3e07cb7e6cab73aad67a0a01e7d84f4e41994d76c72c08f34&amp;o=";2240.0
203;Gemelos 22 - Fincas Benidorm;;2.3;0.6;253.0;6.8;;"https://cf.bstatic.com/xdata/images/hotel/square600/6855914.jpg?k=bf3c997fe0d59000cf138eed1acb8e17d3fda1eea0c31c922b49aa98eea9495c&amp;o=";1806.0
204;Hotel Servigroup Orange;3.0;1.5;0.4;121.0;8.6;8.4;"https://cf.bstatic.com/xdata/images/hotel/square600/314236121.jpg?k=7d421bf61978762499915f96e61ff90cbd85464199a6e5f65f28d7ee1b74603e&amp;o=";1960.0
205;Skyscraper apartment with panoramic views - floor 38;;2.9;0.7;4.0;9.5;10.0;"https://cf.bstatic.com/xdata/images/hotel/square600/277364997.jpg?k=c9895a6b0e2962a08af1b6aa8ad0431245cfd92b12a46198c7a434d4734dc1fb&amp;o=";2310.0
206;Apartment near beach - Niza 2B;;1.3;0.25;4.0;8.3;;"https://cf.bstatic.com/xdata/images/hotel/square600/224873984.jpg?k=39e93a891b085df724db96b9c1e5d74e9731abe76e82c6941ec81352342c9a42&amp;o=";2265.0
207;Paula's Apartment Benidorm;;1.7;0.3;10.0;5.1;;"https://cf.bstatic.com/xdata/images/hotel/square600/286832923.jpg?k=b5c51c97c0624b471a56b1f1c0c698d6d2c83c42e83fc0435aa3a81a2500025c&amp;o=";1990.0
208;Apartamento con piscina y garaje -Playa a 10 min;;2.6;0.5;;;;"https://cf.bstatic.com/xdata/images/hotel/square600/315540192.jpg?k=5eac25d7eb4f75c7c0a675a3f2471d4e1a1c83ddf6cc94483bf8ec6bf30bc65a&amp;o=";1946.0
209;Primera línea Playa de Levante;;1.9;;5.0;8.8;8.5;"https://cf.bstatic.com/xdata/images/hotel/square600/311496095.jpg?k=ff0608027dba46eef588398b0df76518304f5188a2b079b670eb46d872013ddb&amp;o=";2100.0
210;Alameda Beach I;;0.2;0.15;11.0;7.8;8.2;"https://cf.bstatic.com/xdata/images/hotel/square600/301290967.jpg?k=bf1b53a2fb3fcd42a21ea0f500badd9a782d02fd107650fd81f8dedfe5c54a8e&amp;o=";2820.0
